season,game_id,date,day,stadium,home_team,home_score,away_team,away_score,home_shoot_total,home_shoot_ontarget,away_shoot_total,away_shoot_ontarget,home_corner,away_corner,home_offside,away_offside,home_possession,away_possession,home_foul,away_foul,home_yellow,away_yellow,home_red,away_red
2023,360094,2023-02-18 13:05:00,토,야마나시 추오 뱅크,반포레고후,1,야마가타,2,11,3,13,7,7,4,2,1,39,61,12,6,2,0,0,0
2023,360095,2023-02-18 14:00:00,토,J 빌리지 스타디움,이와키FC,2,후지에다,3,12,5,16,7,3,4,5,3,38,62,15,7,2,1,0,0
2023,360096,2023-02-18 14:00:00,토,야마하,주빌로이와타,2,오카야마,3,12,6,12,3,8,6,1,2,57,43,9,10,2,1,0,0
2023,360097,2023-02-18 14:00:00,토,쇼다 쇼유 스타디움,더스파쿠사츠,0,B아키타,0,4,1,16,1,2,9,0,1,53,47,13,13,0,2,0,0
2023,360098,2023-02-18 14:00:00,토,이신 미 라이프,R야마구치,1,오미야,0,8,3,11,2,3,8,5,5,54,46,13,7,0,2,0,0
2023,360099,2023-02-18 14:00:00,토,IAI  니혼다이라,시미즈S펄스,0,미토홀리호크,0,18,4,12,5,7,2,0,0,53,47,12,11,1,1,0,0
2023,360100,2023-02-18 14:00:00,토,트랜스코스모스 스타디움,V나가사키,0,제프지바,1,8,1,14,3,4,2,1,0,45,55,18,17,2,3,0,1
2023,360101,2023-02-19 14:00:00,일,마치다 기온,FC마치다,0,베갈타센다이,0,16,0,13,3,3,5,1,2,53,47,12,8,0,1,0,0
2023,360102,2023-02-19 14:00:00,일,포카리 스웨트,도쿠시마,1,오이타,2,11,2,9,2,3,2,2,2,54,46,17,14,1,3,0,0
2023,360103,2023-02-19 14:00:00,일,아지노모토,도쿄버디,1,가나자와,0,10,1,5,1,4,3,2,0,58,42,11,11,1,1,0,0
2023,360104,2023-02-19 16:00:00,일,도치기 그린 스타디움,도치기SC,1,롯소구마모토,1,12,3,7,2,8,1,1,1,45,55,17,10,0,1,0,1
2023,360105,2023-02-25 13:00:00,토,야마나시 추오 뱅크,반포레고후,1,도쿠시마,1,7,1,10,4,4,4,3,2,33,67,4,14,1,2,0,0
2023,360106,2023-02-25 14:00:00,토,후쿠다 덴시,제프지바,1,야마가타,3,17,5,12,3,6,5,4,2,50,50,16,16,1,1,0,0
2023,360107,2023-02-25 14:00:00,토,후지에다 종합운동장,후지에다,2,V나가사키,0,17,5,18,4,4,5,0,1,60,40,13,9,1,3,0,0
2023,360108,2023-02-25 14:00:00,토,NACK5 오미야,오미야,2,가나자와,0,21,9,6,1,7,5,1,5,55,45,10,6,1,1,0,0
2023,360109,2023-02-26 13:00:00,일,에가오 겐코 스타디움,롯소구마모토,0,B아키타,1,8,2,13,4,4,3,1,2,61,39,11,14,2,2,0,0
2023,360110,2023-02-26 13:00:00,일,시티 라이트,오카야마,0,시미즈S펄스,0,11,2,16,5,4,5,3,1,45,55,11,14,0,1,0,0
2023,360111,2023-02-26 13:05:00,일,유르테크 센다이,베갈타센다이,1,도치기SC,0,10,4,5,2,5,3,1,2,61,39,8,18,0,2,0,0
2023,360112,2023-02-26 13:10:00,일,쇼와 덴코 돔 오이타,오이타,1,도쿄버디,0,12,7,15,2,4,3,1,0,52,48,23,15,1,0,0,0
2023,360113,2023-02-26 13:15:00,일,이신 미 라이프,R야마구치,1,주빌로이와타,1,11,4,11,4,10,3,2,5,56,44,15,8,2,2,0,0
2023,360114,2023-02-26 14:00:00,일,마치다 기온,FC마치다,2,더스파쿠사츠,0,14,5,11,1,2,5,3,0,42,58,10,15,0,3,0,0
2023,360115,2023-02-26 15:00:00,일,K's 덴키 미토,미토홀리호크,2,이와키FC,2,8,3,21,8,2,6,3,0,55,45,12,11,1,1,0,0
2023,360116,2023-03-04 14:00:00,토,후지에다 종합운동장,후지에다,0,B아키타,1,9,1,8,3,6,4,1,3,69,31,5,11,1,1,0,0
2023,360117,2023-03-04 14:00:00,토,야마하,주빌로이와타,2,야마가타,1,12,2,4,1,4,4,1,1,45,55,17,14,1,2,0,0
2023,360118,2023-03-04 14:00:00,토,포카리 스웨트,도쿠시마,1,베갈타센다이,1,16,4,10,6,5,4,1,7,66,34,12,9,4,1,0,1
2023,360119,2023-03-04 14:00:00,토,트랜스코스모스 스타디움,V나가사키,1,시미즈S펄스,1,12,5,14,3,1,4,1,1,39,61,12,13,2,3,0,0
2023,360120,2023-03-05 13:00:00,일,J 빌리지 스타디움,이와키FC,0,R야마구치,1,16,2,9,2,3,2,3,0,40,60,16,10,1,2,0,0
2023,360121,2023-03-05 13:00:00,일,에가오 겐코 스타디움,롯소구마모토,3,오미야,0,19,8,17,2,4,5,4,1,55,45,8,7,0,2,0,1
2023,360122,2023-03-05 14:00:00,일,후쿠다 덴시,제프지바,2,더스파쿠사츠,2,18,6,16,8,8,5,0,2,63,37,12,11,3,2,0,0
2023,360123,2023-03-05 14:00:00,일,이시카와 세이부 료쿠치,가나자와,1,FC마치다,2,9,3,9,4,3,4,1,1,50,50,12,14,1,0,0,0
2023,360124,2023-03-05 14:00:00,일,쇼와 덴코 돔 오이타,오이타,1,도치기SC,0,14,5,3,0,7,0,1,1,62,38,9,15,1,3,0,0
2023,360125,2023-03-05 14:00:00,일,아지노모토,도쿄버디,0,반포레고후,0,8,2,6,1,8,7,4,1,55,45,12,5,2,1,0,0
2023,360126,2023-03-05 15:00:00,일,K's 덴키 미토,미토홀리호크,1,오카야마,1,12,3,8,4,6,3,2,2,50,50,17,10,1,0,0,0
2023,360127,2023-03-11 13:00:00,토,야마나시 추오 뱅크,반포레고후,2,후지에다,1,14,4,11,6,7,8,4,2,40,60,9,10,0,2,0,0
2023,360128,2023-03-11 14:00:00,토,NACK5 오미야,오미야,1,주빌로이와타,0,9,3,16,6,2,6,0,2,44,56,18,11,2,0,0,1
2023,360129,2023-03-11 14:00:00,토,이신 미 라이프,R야마구치,1,롯소구마모토,3,16,8,16,5,4,7,1,1,53,47,8,12,1,3,0,0
2023,360130,2023-03-12 14:00:00,일,소유 스타디움,B아키타,1,제프지바,0,6,1,12,4,2,6,2,1,39,61,14,8,2,0,0,0
2023,360131,2023-03-12 14:00:00,일,마치다 기온,FC마치다,3,미토홀리호크,0,10,4,7,0,3,3,4,0,41,59,8,13,1,1,0,0
2023,360132,2023-03-12 14:00:00,일,시티 라이트,오카야마,3,가나자와,0,14,7,9,0,7,5,1,1,56,44,10,14,2,2,0,0
2023,360133,2023-03-12 14:00:00,일,IAI  니혼다이라,시미즈S펄스,0,오이타,0,20,6,5,0,6,3,2,0,55,45,16,8,3,0,0,0
2023,360134,2023-03-12 14:00:00,일,도치기 그린 스타디움,도치기SC,0,V나가사키,0,10,1,8,2,4,1,0,1,39,61,18,10,2,3,0,0
2023,360135,2023-03-12 14:00:00,일,포카리 스웨트,도쿠시마,0,도쿄버디,2,7,2,10,4,5,6,6,1,57,43,16,16,3,2,0,0
2023,360136,2023-03-12 14:00:00,일,유르테크 센다이,베갈타센다이,0,이와키FC,1,9,1,13,1,5,7,3,1,60,40,16,9,4,0,0,0
2023,360137,2023-03-12 17:00:00,일,쇼다 쇼유 스타디움,더스파쿠사츠,1,야마가타,0,11,4,5,0,2,12,3,1,33,67,4,12,2,2,0,0
2023,360138,2023-03-19 14:00:00,일,소유 스타디움,B아키타,1,미토홀리호크,1,10,3,8,2,9,5,3,0,45,55,9,12,1,3,0,0
2023,360139,2023-03-19 14:00:00,일,후지에다 종합운동장,후지에다,0,도쿄버디,5,7,2,17,10,5,2,1,1,55,45,15,8,3,2,0,0
2023,360140,2023-03-19 14:00:00,일,J 빌리지 스타디움,이와키FC,1,도쿠시마,0,25,6,11,1,9,6,4,1,34,66,13,12,1,2,0,0
2023,360141,2023-03-18 14:00:00,토,야마하,주빌로이와타,2,시미즈S펄스,2,9,3,27,10,3,8,1,1,37,63,12,7,1,2,0,0
2023,360142,2023-03-19 14:00:00,일,이시카와 세이부 료쿠치,가나자와,5,R야마구치,2,15,7,16,8,5,3,3,1,38,62,11,8,0,2,0,0
2023,360143,2023-03-19 14:00:00,일,에가오 겐코 스타디움,롯소구마모토,0,V나가사키,2,8,2,10,2,3,1,0,2,66,34,10,8,0,0,0,0
2023,360144,2023-03-19 14:00:00,일,쇼다 쇼유 스타디움,더스파쿠사츠,1,베갈타센다이,2,7,3,11,6,4,3,3,2,46,54,11,9,0,1,0,0
2023,360145,2023-03-19 14:00:00,일,ND 소프트 야마가타,야마가타,0,FC마치다,3,11,3,8,4,2,0,5,1,60,40,11,9,1,1,0,0
2023,360146,2023-03-19 14:00:00,일,쇼와 덴코 돔 오이타,오이타,2,제프지바,1,13,4,10,4,1,5,2,1,49,51,13,20,2,1,0,0
2023,360147,2023-03-19 14:00:00,일,시티 라이트,오카야마,2,반포레고후,3,12,5,11,6,7,2,1,0,63,37,14,14,1,0,0,0
2023,360148,2023-03-19 14:00:00,일,도치기 그린 스타디움,도치기SC,2,오미야,1,10,5,12,3,4,2,4,1,40,60,10,10,0,2,0,0
2023,360149,2023-03-25 14:00:00,토,후쿠다 덴시,제프지바,1,오카야마,1,22,5,8,3,6,2,5,0,60,40,12,14,2,1,0,0
2023,360150,2023-03-25 14:00:00,토,NACK5 오미야,오미야,3,오이타,0,8,5,15,3,6,5,3,2,33,67,13,3,1,0,0,0
2023,360151,2023-03-25 14:00:00,토,포카리 스웨트,도쿠시마,0,B아키타,0,8,1,9,2,4,5,0,1,73,27,9,14,3,3,0,0
2023,360152,2023-03-25 14:00:00,토,유르테크 센다이,베갈타센다이,2,가나자와,3,20,6,8,4,4,6,5,2,62,38,15,12,2,2,0,0
2023,360153,2023-03-25 14:00:00,토,트랜스코스모스 스타디움,V나가사키,3,야마가타,2,16,6,11,4,4,5,2,1,51,49,12,10,2,1,0,0
2023,360154,2023-03-25 15:00:00,토,아지노모토,도쿄버디,3,롯소구마모토,0,10,6,7,1,3,5,1,2,42,58,10,14,1,2,0,0
2023,360155,2023-03-26 14:00:00,일,J 빌리지 스타디움,이와키FC,0,FC마치다,1,8,1,7,2,6,2,1,0,47,53,11,11,0,1,0,0
2023,360156,2023-03-26 14:00:00,일,이신 미 라이프,R야마구치,0,후지에다,3,14,2,12,6,12,4,2,4,50,50,14,16,1,2,0,0
2023,360157,2023-03-26 15:00:00,일,K's 덴키 미토,미토홀리호크,2,반포레고후,4,13,5,14,6,9,2,2,3,56,44,13,9,0,3,0,0
2023,360158,2023-03-29 19:00:00,수,야마하,주빌로이와타,2,도치기SC,0,12,6,6,0,5,5,1,2,57,43,11,10,1,1,0,0
2023,360159,2023-03-29 19:00:00,수,IAI  니혼다이라,시미즈S펄스,1,더스파쿠사츠,3,20,7,8,5,8,3,1,0,69,31,11,3,1,0,0,0
2023,360160,2023-04-01 13:00:00,토,야마나시 추오 뱅크,반포레고후,1,시미즈S펄스,0,9,2,9,3,2,6,2,4,46,54,5,13,1,0,0,0
2023,360161,2023-04-01 14:00:00,토,소유 스타디움,B아키타,0,R야마구치,1,15,2,7,2,9,3,3,0,53,47,16,12,2,2,0,0
2023,360162,2023-04-01 14:00:00,토,쇼와 덴코 돔 오이타,오이타,2,주빌로이와타,1,11,4,14,4,8,14,0,2,58,42,13,9,1,2,0,0
2023,360163,2023-04-01 14:00:00,토,유르테크 센다이,베갈타센다이,0,V나가사키,1,14,5,12,5,8,5,1,1,52,48,10,18,2,2,0,0
2023,360164,2023-04-01 15:00:00,토,아지노모토,도쿄버디,1,오미야,0,10,4,7,3,5,2,5,0,54,46,5,11,1,3,0,0
2023,360165,2023-04-02 13:00:00,일,에가오 겐코 스타디움,롯소구마모토,1,도쿠시마,1,17,6,13,4,7,2,2,0,49,51,11,13,2,2,0,0
2023,360166,2023-04-02 14:00:00,일,이시카와 세이부 료쿠치,가나자와,2,제프지바,0,9,3,19,6,6,4,0,1,36,64,17,4,1,1,0,0
2023,360167,2023-04-02 14:00:00,일,마치다 기온,FC마치다,1,후지에다,0,10,2,13,3,4,9,2,1,40,60,8,15,1,1,0,0
2023,360168,2023-04-02 14:00:00,일,ND 소프트 야마가타,야마가타,0,미토홀리호크,1,15,3,10,4,10,6,6,3,56,44,13,14,2,1,0,0
2023,360169,2023-04-02 14:00:00,일,시티 라이트,오카야마,1,이와키FC,1,13,3,4,1,9,1,4,4,65,35,14,16,1,3,0,0
2023,360170,2023-04-02 14:00:00,일,도치기 그린 스타디움,도치기SC,1,더스파쿠사츠,2,2,2,10,5,5,4,1,2,36,64,17,9,2,0,1,0
2023,360171,2023-04-08 13:00:00,토,야마나시 추오 뱅크,반포레고후,0,베갈타센다이,3,14,3,20,6,7,10,2,2,52,48,3,6,0,0,0,0
2023,360172,2023-04-08 14:00:00,토,후쿠다 덴시,제프지바,2,도쿠시마,2,22,4,8,2,15,2,1,1,44,56,13,8,1,2,0,0
2023,360173,2023-04-08 14:00:00,토,후지에다 종합운동장,후지에다,2,오카야마,2,7,2,16,5,2,11,3,1,55,45,9,10,1,2,0,0
2023,360174,2023-04-08 14:00:00,토,J 빌리지 스타디움,이와키FC,1,오이타,3,8,3,14,4,2,8,0,0,34,66,11,8,2,1,0,0
2023,360175,2023-04-08 14:00:00,토,쇼다 쇼유 스타디움,더스파쿠사츠,1,V나가사키,0,11,3,16,2,3,5,0,0,46,54,11,8,1,1,0,0
2023,360176,2023-04-08 14:00:00,토,마치다 기온,FC마치다,0,B아키타,1,9,0,12,4,2,4,1,1,60,40,12,9,1,0,0,0
2023,360177,2023-04-08 14:00:00,토,NACK5 오미야,오미야,2,야마가타,1,13,7,8,4,3,2,2,5,53,47,9,12,0,4,0,0
2023,360178,2023-04-08 14:00:00,토,이신 미 라이프,R야마구치,1,도치기SC,1,14,4,6,2,9,2,0,3,61,39,13,15,1,0,0,0
2023,360179,2023-04-08 14:00:00,토,IAI  니혼다이라,시미즈S펄스,2,도쿄버디,1,17,7,8,2,14,2,1,1,53,47,15,12,2,0,0,0
2023,360180,2023-04-08 17:00:00,토,K's 덴키 미토,미토홀리호크,1,주빌로이와타,5,7,2,15,9,4,4,0,3,49,51,15,14,2,1,0,0
2023,360181,2023-04-09 15:00:00,일,에가오 겐코 스타디움,롯소구마모토,3,가나자와,1,15,9,13,3,5,4,1,1,55,45,3,9,1,1,0,0
2023,360182,2023-04-12 19:00:00,수,후지에다 종합운동장,후지에다,3,제프지바,1,17,4,11,5,5,5,0,0,51,49,13,16,3,3,0,0
2023,360183,2023-04-12 19:00:00,수,야마하,주빌로이와타,1,FC마치다,1,12,2,4,1,6,2,0,2,59,41,14,9,5,3,0,1
2023,360184,2023-04-12 19:00:00,수,이시카와 세이부 료쿠치,가나자와,3,이와키FC,0,11,4,10,3,4,3,4,0,48,52,11,11,1,1,0,1
2023,360185,2023-04-12 19:00:00,수,쇼와 덴코 돔 오이타,오이타,3,R야마구치,1,13,5,7,2,3,2,1,3,56,44,6,11,1,0,0,0
2023,360186,2023-04-12 19:00:00,수,시티 라이트,오카야마,0,롯소구마모토,0,14,0,11,3,5,3,2,0,37,63,16,5,0,0,0,0
2023,360187,2023-04-12 19:00:00,수,NACK5 오미야,오미야,0,더스파쿠사츠,1,11,2,7,1,6,1,1,1,61,39,11,5,2,1,0,0
2023,360188,2023-04-12 19:00:00,수,IAI  니혼다이라,시미즈S펄스,1,베갈타센다이,1,12,4,8,2,4,4,2,3,58,42,19,15,1,0,0,0
2023,360189,2023-04-12 19:00:00,수,도치기 그린 스타디움,도치기SC,2,야마가타,1,10,3,17,5,3,11,2,1,32,68,20,8,0,2,0,0
2023,360190,2023-04-12 19:00:00,수,포카리 스웨트,도쿠시마,0,미토홀리호크,2,14,2,5,3,5,4,2,2,64,36,12,15,1,2,0,0
2023,360191,2023-04-12 19:00:00,수,아지노모토,도쿄버디,2,B아키타,1,11,3,16,7,8,6,0,0,60,40,9,13,1,1,0,0
2023,360192,2023-04-12 19:00:00,수,트랜스코스모스 스타디움,V나가사키,2,반포레고후,1,8,3,6,4,5,4,1,0,51,49,9,12,1,0,0,0
2023,360193,2023-04-16 13:00:00,일,야마나시 추오 뱅크,반포레고후,1,도치기SC,0,9,1,7,0,4,5,0,2,57,43,7,12,0,1,0,0
2023,360194,2023-04-16 14:00:00,일,소유 스타디움,B아키타,2,오미야,1,11,3,9,3,10,1,1,1,48,52,11,7,1,1,0,0
2023,360195,2023-04-16 14:00:00,일,후쿠다 덴시,제프지바,1,도쿄버디,0,11,4,2,1,7,2,4,1,40,60,13,14,0,0,0,0
2023,360196,2023-04-16 14:00:00,일,J 빌리지 스타디움,이와키FC,2,더스파쿠사츠,1,13,2,6,2,6,6,2,1,39,61,11,4,2,0,0,0
2023,360197,2023-04-16 14:00:00,일,마치다 기온,FC마치다,3,오이타,1,12,4,8,2,2,3,4,2,32,68,18,9,4,0,0,0
2023,360198,2023-04-16 14:00:00,일,ND 소프트 야마가타,야마가타,0,가나자와,1,11,4,13,4,5,8,2,0,56,44,10,5,2,0,0,0
2023,360199,2023-04-16 14:00:00,일,이신 미 라이프,R야마구치,0,시미즈S펄스,6,5,0,19,8,3,2,6,2,44,56,13,15,2,0,0,0
2023,360200,2023-04-16 14:00:00,일,포카리 스웨트,도쿠시마,0,V나가사키,4,11,1,9,7,3,5,0,4,63,37,11,13,1,1,0,0
2023,360201,2023-04-16 14:00:00,일,유르테크 센다이,베갈타센다이,1,오카야마,1,15,6,13,6,9,3,0,1,49,51,10,19,2,4,0,0
2023,360202,2023-04-16 15:00:00,일,K's 덴키 미토,미토홀리호크,1,후지에다,4,15,4,13,8,4,4,1,0,51,49,7,15,0,0,0,0
2023,360203,2023-04-16 16:00:00,일,야마하,주빌로이와타,1,롯소구마모토,1,17,7,7,2,10,3,2,3,55,45,10,14,1,3,0,0
2023,360204,2023-04-21 19:00:00,금,에가오 겐코 스타디움,롯소구마모토,2,제프지바,2,11,2,8,2,3,5,1,1,65,35,10,10,2,2,0,0
2023,360205,2023-04-22 14:00:00,토,야마나시 추오 뱅크,반포레고후,1,FC마치다,0,7,3,8,2,4,5,1,1,46,54,9,14,2,1,0,0
2023,360206,2023-04-22 14:00:00,토,시티 라이트,오카야마,1,R야마구치,1,14,3,8,1,5,4,6,6,43,57,16,15,2,1,0,0
2023,360207,2023-04-22 14:00:00,토,NACK5 오미야,오미야,0,시미즈S펄스,3,15,2,22,8,3,3,4,6,46,54,9,16,0,4,0,0
2023,360208,2023-04-22 14:00:00,토,트랜스코스모스 스타디움,V나가사키,4,B아키타,2,10,6,21,6,3,8,1,1,51,49,10,12,3,1,0,0
2023,360209,2023-04-22 15:00:00,토,아지노모토,도쿄버디,1,야마가타,2,16,5,7,5,7,2,0,1,53,47,10,23,1,4,0,0
2023,360210,2023-04-23 14:00:00,일,후지에다 종합운동장,후지에다,3,베갈타센다이,2,14,5,14,6,7,0,5,3,56,44,13,8,0,3,0,0
2023,360211,2023-04-23 14:00:00,일,이시카와 세이부 료쿠치,가나자와,1,주빌로이와타,2,13,3,16,9,4,10,1,2,43,57,19,7,1,0,0,0
2023,360212,2023-04-23 14:00:00,일,쇼다 쇼유 스타디움,더스파쿠사츠,0,도쿠시마,0,14,3,16,6,5,5,2,0,57,43,12,12,0,3,0,0
2023,360213,2023-04-23 14:00:00,일,쇼와 덴코 돔 오이타,오이타,0,미토홀리호크,1,10,2,10,3,4,0,2,1,65,35,11,14,0,2,0,0
2023,360214,2023-04-23 14:00:00,일,도치기 그린 스타디움,도치기SC,1,이와키FC,0,17,5,6,2,8,4,2,0,50,50,11,17,0,0,0,0
2023,360215,2023-04-29 14:00:00,토,소유 스타디움,B아키타,0,오카야마,1,7,2,6,6,4,3,0,1,46,54,17,14,4,1,0,0
2023,360216,2023-04-29 14:00:00,토,J 빌리지 스타디움,이와키FC,0,V나가사키,1,24,6,4,2,19,1,3,2,56,44,13,18,0,1,0,0
2023,360217,2023-04-29 14:00:00,토,야마하,주빌로이와타,2,도쿠시마,3,16,6,6,3,16,6,1,0,57,43,15,16,0,1,0,0
2023,360218,2023-04-29 14:00:00,토,쇼다 쇼유 스타디움,더스파쿠사츠,2,반포레고후,1,11,4,14,2,6,3,1,0,51,49,8,9,0,3,0,0
2023,360219,2023-04-29 14:00:00,토,마치다 기온,FC마치다,2,롯소구마모토,1,7,4,12,6,0,3,1,1,35,65,16,8,1,0,0,0
2023,360220,2023-04-29 14:00:00,토,ND 소프트 야마가타,야마가타,1,R야마구치,1,7,2,15,3,2,3,3,2,46,54,13,11,1,1,0,0
2023,360221,2023-04-29 14:00:00,토,IAI  니혼다이라,시미즈S펄스,2,도치기SC,0,14,3,5,3,6,8,3,3,64,36,6,3,1,1,0,0
2023,360222,2023-04-29 14:00:00,토,유르테크 센다이,베갈타센다이,1,오이타,0,15,3,3,1,8,3,3,2,39,61,20,15,2,2,0,1
2023,360223,2023-04-29 15:00:00,토,후쿠다 덴시,제프지바,1,오미야,0,16,5,9,3,3,3,1,5,49,51,9,12,1,3,0,0
2023,360224,2023-04-29 17:00:00,토,K's 덴키 미토,미토홀리호크,0,도쿄버디,2,9,2,6,3,4,4,1,2,40,60,16,16,1,4,0,0
2023,360225,2023-04-30 14:00:00,일,이시카와 세이부 료쿠치,가나자와,1,후지에다,1,10,4,20,9,3,12,2,3,37,63,12,11,0,1,0,0
2023,360226,2023-05-03 13:50:00,수,에가오 겐코 스타디움,롯소구마모토,2,더스파쿠사츠,0,18,7,11,2,3,5,0,0,54,46,11,8,1,0,0,0
2023,360227,2023-05-03 14:00:00,수,후지에다 종합운동장,후지에다,0,오이타,2,7,2,14,4,3,5,4,3,48,52,13,14,2,2,0,0
2023,360228,2023-05-03 14:00:00,수,야마나시 추오 뱅크,반포레고후,1,이와키FC,0,8,3,2,1,7,3,5,3,61,39,9,13,0,1,0,1
2023,360229,2023-05-03 14:00:00,수,시티 라이트,오카야마,2,야마가타,0,6,3,13,6,1,7,1,4,45,55,13,16,0,1,0,0
2023,360230,2023-05-03 14:00:00,수,NACK5 오미야,오미야,0,FC마치다,1,12,3,9,6,6,1,4,0,54,46,13,12,1,1,0,0
2023,360231,2023-05-03 14:00:00,수,이신 미 라이프,R야마구치,1,제프지바,1,6,1,10,4,0,9,5,0,47,53,7,13,1,1,0,0
2023,360232,2023-05-03 14:00:00,수,포카리 스웨트,도쿠시마,1,시미즈S펄스,1,5,2,9,1,3,4,4,1,40,60,12,14,0,1,0,0
2023,360233,2023-05-03 14:00:00,수,유르테크 센다이,베갈타센다이,2,B아키타,2,16,3,13,3,6,1,2,1,62,38,6,6,1,0,0,0
2023,360234,2023-05-03 14:00:00,수,트랜스코스모스 스타디움,V나가사키,4,미토홀리호크,0,18,8,15,2,3,3,1,0,42,58,9,8,0,0,0,0
2023,360235,2023-05-03 16:00:00,수,도치기 그린 스타디움,도치기SC,4,가나자와,0,18,6,10,3,4,2,1,0,44,56,10,14,0,2,0,0
2023,360236,2023-05-03 17:00:00,수,아지노모토,도쿄버디,0,주빌로이와타,0,10,1,14,3,2,6,3,2,51,49,18,19,1,3,0,0
2023,360237,2023-05-07 13:00:00,일,에가오 겐코 스타디움,롯소구마모토,2,반포레고후,0,13,4,11,4,3,6,0,2,55,45,15,9,2,1,1,0
2023,360238,2023-05-07 14:00:00,일,소유 스타디움,B아키타,2,도치기SC,1,13,7,7,1,6,7,0,2,45,55,10,11,1,1,0,0
2023,360239,2023-05-07 14:00:00,일,쇼다 쇼유 스타디움,더스파쿠사츠,2,R야마구치,1,8,2,17,5,3,2,0,2,37,63,9,11,1,1,0,0
2023,360240,2023-05-07 14:00:00,일,마치다 기온,FC마치다,1,오카야마,1,18,5,7,2,5,3,2,3,49,51,10,18,0,2,0,0
2023,360241,2023-05-07 14:00:00,일,ND 소프트 야마가타,야마가타,3,후지에다,2,12,7,9,7,7,5,2,0,53,47,17,14,2,2,0,0
2023,360242,2023-05-07 14:00:00,일,쇼와 덴코 돔 오이타,오이타,4,가나자와,3,11,6,14,6,2,3,2,0,54,46,11,17,1,1,0,0
2023,360243,2023-05-07 14:00:00,일,NACK5 오미야,오미야,1,도쿠시마,3,12,4,17,4,5,7,5,1,35,65,12,5,0,0,0,0
2023,360244,2023-05-07 14:00:00,일,IAI  니혼다이라,시미즈S펄스,9,이와키FC,1,21,13,8,2,9,6,2,5,61,39,10,12,0,1,0,0
2023,360245,2023-05-07 14:00:00,일,트랜스코스모스 스타디움,V나가사키,1,도쿄버디,2,7,4,15,8,5,4,0,2,46,54,14,17,0,2,0,0
2023,360246,2023-05-07 15:00:00,일,K's 덴키 미토,미토홀리호크,1,베갈타센다이,0,9,3,12,1,3,5,1,1,45,55,18,12,0,1,0,0
2023,360247,2023-05-07 19:00:00,일,후쿠다 덴시,제프지바,0,주빌로이와타,1,8,2,10,3,8,5,1,1,50,50,13,7,3,1,0,0
2023,360248,2023-05-13 13:00:00,토,시티 라이트,오카야마,1,오미야,1,11,6,9,1,2,4,1,5,57,43,8,9,3,0,0,0
2023,360249,2023-05-13 13:15:00,토,이신 미 라이프,R야마구치,2,도쿠시마,2,14,4,6,3,4,4,1,2,53,47,12,12,1,3,0,1
2023,360250,2023-05-13 14:00:00,토,야마하,주빌로이와타,4,더스파쿠사츠,2,22,10,9,5,3,1,1,1,49,51,15,6,1,0,0,0
2023,360251,2023-05-13 14:00:00,토,이시카와 세이부 료쿠치,가나자와,2,V나가사키,0,16,4,11,2,7,1,0,2,45,55,11,9,1,0,0,0
2023,360252,2023-05-13 14:00:00,토,야마나시 추오 뱅크,반포레고후,0,제프지바,1,14,3,7,2,7,2,2,1,57,43,10,16,1,3,0,0
2023,360253,2023-05-13 14:00:00,토,IAI  니혼다이라,시미즈S펄스,5,후지에다,0,15,10,15,3,2,7,1,3,37,63,16,11,2,1,0,0
2023,360254,2023-05-13 14:00:00,토,유르테크 센다이,베갈타센다이,2,야마가타,1,13,2,12,2,3,3,0,5,52,48,14,10,0,2,0,0
2023,360255,2023-05-13 15:00:00,토,쇼와 덴코 돔 오이타,오이타,1,롯소구마모토,1,11,4,12,5,1,6,4,4,56,44,14,17,3,2,0,0
2023,360256,2023-05-13 15:00:00,토,아지노모토,도쿄버디,0,FC마치다,1,9,2,10,3,3,1,2,1,64,36,11,16,1,2,1,0
2023,360257,2023-05-13 17:00:00,토,K's 덴키 미토,미토홀리호크,2,도치기SC,2,19,10,8,3,4,0,7,0,60,40,7,19,0,3,0,1
2023,360258,2023-05-14 13:30:00,일,J 빌리지 스타디움,이와키FC,0,B아키타,1,6,1,7,2,0,4,1,0,47,53,10,17,0,0,1,0
2023,360259,2023-05-17 13:30:00,수,ND 소프트 야마가타,야마가타,5,오이타,0,10,6,9,4,2,2,3,4,41,59,10,7,0,2,0,0
2023,360260,2023-05-17 19:00:00,수,소유 스타디움,B아키타,0,반포레고후,1,14,2,14,6,7,7,0,1,40,60,11,3,1,0,0,0
2023,360261,2023-05-17 19:00:00,수,후쿠다 덴시,제프지바,1,시미즈S펄스,0,6,1,17,1,1,5,0,2,43,57,11,8,1,1,0,0
2023,360262,2023-05-17 19:00:00,수,후지에다 종합운동장,후지에다,0,주빌로이와타,1,9,1,23,6,6,13,2,2,56,44,15,6,3,2,1,0
2023,360263,2023-05-17 19:00:00,수,J 빌리지 스타디움,이와키FC,2,오미야,1,11,5,16,3,2,7,3,1,39,61,10,8,1,3,1,0
2023,360264,2023-05-17 19:00:00,수,에가오 겐코 스타디움,롯소구마모토,0,베갈타센다이,1,10,2,13,5,3,6,1,1,57,43,16,17,2,1,0,0
2023,360265,2023-05-17 19:00:00,수,쇼다 쇼유 스타디움,더스파쿠사츠,2,미토홀리호크,1,8,4,8,3,2,3,0,0,48,52,7,11,3,0,0,0
2023,360266,2023-05-17 19:00:00,수,마치다 기온,FC마치다,2,R야마구치,0,11,3,6,1,3,3,1,1,40,60,11,10,0,1,0,0
