game_id,datetime,home_team,away_team,stadium,audience,weather,temp,humidity,broadcast
218,2024-11-10 14:00:00,서울,울산,서울 월드컵 경기장,37288,맑음,18.4,49,"skySports, COUPANGPLAY"
219,2024-11-10 14:00:00,포항,김천,포항 스틸야드,8632,흐림,19.0,77,"JTBC G&S, KFN, COUPANGPLAY"
220,2024-11-10 16:30:00,인천,대전,인천 축구 전용경기장,14633,맑음,19.0,50,"IB SPORTS, COUPANGPLAY"
221,2024-11-10 16:30:00,제주,광주,제주 월드컵 경기장,7651,비,18.0,84,"생활체육TV, COUPANGPLAY"
222,2024-11-10 16:30:00,전북,대구,전주 월드컵 경기장,18985,흐림,17.0,71,"skySports, COUPANGPLAY"
223,2024-11-23 14:00:00,울산,수원FC,울산 문수 축구경기장,24096,흐림,12.2,56,"JTBC G&S, COUPANGPLAY"
224,2024-11-23 14:00:00,김천,서울,김천 종합 운동장,5943,맑음,9.5,44,"skySports, KFN, COUPANGPLAY"
225,2024-11-23 14:00:00,강원,포항,강릉 종합 운동장,11426,흐리고 비,7.7,76,"IB SPORTS, COUPANGPLAY"
226,2024-11-24 14:00:00,광주,전북,광주 축구 전용경기장,7957,맑음,14.0,45,"skySports, COUPANGPLAY"
227,2024-11-24 14:00:00,대구,인천,DGB대구은행파크,11812,맑음,12.5,58,"JTBC G&S, COUPANGPLAY"
228,2024-11-24 14:00:00,대전,제주,대전 월드컵 경기장,12743,맑음,11.9,48,"IB SPORTS, COUPANGPLAY"
